"ZVarPDF_TA","TPDFMean","PVVarPDF_TA","PVPDF_TA","rhoPDF_TA","ZPDF_TA","Points:0","Points:1","Points:2"
9.92687e-04,1.12587e+03,8.47307e-01,3.60593e+00,3.07816e-01,1.23344e-01,5.86650e-01,0.00000e+00,0.00000e+00
9.80243e-04,1.12976e+03,8.36768e-01,3.59980e+00,3.08302e-01,1.23134e-01,5.84548e-01,0.00000e+00,0.00000e+00
1.15905e-03,1.12107e+03,9.89311e-01,3.57572e+00,3.08800e-01,1.22312e-01,5.84884e-01,2.02638e-03,0.00000e+00
2.72300e-04,3.27852e+02,1.10702e-01,1.89445e-01,9.57202e-01,9.89739e-01,7.14127e-02,0.00000e+00,0.00000e+00
2.68166e-04,3.27001e+02,1.07347e-01,1.87317e-01,9.58570e-01,9.89840e-01,7.08517e-02,0.00000e+00,0.00000e+00
3.63763e-04,3.32313e+02,1.48118e-01,2.18521e-01,9.42275e-01,9.88253e-01,7.11670e-02,6.63861e-04,0.00000e+00
1.13580e-02,1.19202e+03,6.78477e+00,5.95643e+00,2.65442e-01,7.21046e-01,2.14225e-01,0.00000e+00,0.00000e+00
1.09982e-02,1.17706e+03,6.63675e+00,5.86702e+00,2.68908e-01,7.25622e-01,2.13237e-01,0.00000e+00,0.00000e+00
1.29916e-02,1.20468e+03,7.36914e+00,6.04632e+00,2.61275e-01,7.15742e-01,2.13857e-01,9.97498e-04,0.00000e+00
5.33891e-04,3.55066e+02,2.34097e-01,3.49867e-01,8.84852e-01,9.81689e-01,8.72115e-02,0.00000e+00,0.00000e+00
4.82367e-04,3.52950e+02,2.08714e-01,3.36629e-01,8.91104e-01,9.82322e-01,8.66033e-02,0.00000e+00,0.00000e+00
6.64255e-04,3.59644e+02,2.91697e-01,3.79927e-01,8.71544e-01,9.80183e-01,8.68606e-02,5.93365e-04,0.00000e+00
4.97263e-05,3.01037e+02,1.58044e-02,3.97391e-02,1.03887e+00,9.97673e-01,4.67826e-02,0.00000e+00,0.00000e+00
4.72720e-05,3.00693e+02,1.49739e-02,3.70214e-02,1.04041e+00,9.97824e-01,4.62953e-02,0.00000e+00,0.00000e+00
6.00358e-05,3.02175e+02,1.95553e-02,4.44335e-02,1.03578e+00,9.97411e-01,4.64363e-02,5.60675e-04,0.00000e+00
5.75450e-03,7.67075e+02,3.35627e+00,2.98499e+00,4.17605e-01,8.57679e-01,1.76044e-01,0.00000e+00,0.00000e+00
6.16988e-03,7.65097e+02,3.60735e+00,2.96215e+00,4.18007e-01,8.58997e-01,1.75170e-01,0.00000e+00,0.00000e+00
8.10983e-03,7.98828e+02,4.63778e+00,3.23413e+00,3.96397e-01,8.46334e-01,1.75949e-01,8.79744e-04,0.00000e+00
1.26236e-03,1.18857e+03,1.07576e+00,3.86558e+00,2.94025e-01,1.32243e-01,5.57786e-01,0.00000e+00,0.00000e+00
1.23545e-03,1.19637e+03,1.05272e+00,3.90572e+00,2.91716e-01,1.33619e-01,5.55771e-01,0.00000e+00,0.00000e+00
1.41386e-03,1.18602e+03,1.20508e+00,3.86233e+00,2.92972e-01,1.32133e-01,5.56727e-01,2.34644e-03,0.00000e+00
1.02457e-02,1.89062e+03,1.93407e+00,9.65817e+00,1.69188e-01,4.47808e-01,2.96206e-01,0.00000e+00,0.00000e+00
1.03066e-02,1.88364e+03,2.00992e+00,9.61729e+00,1.70036e-01,4.50473e-01,2.94973e-01,0.00000e+00,0.00000e+00
1.17879e-02,1.88862e+03,2.25545e+00,9.59495e+00,1.69716e-01,4.44886e-01,2.95452e-01,1.48348e-03,0.00000e+00
2.04520e-05,2.96426e+02,5.93283e-03,1.35697e-02,1.05496e+00,9.99173e-01,3.73088e-02,0.00000e+00,0.00000e+00
2.02466e-05,2.96230e+02,6.14794e-03,1.24390e-02,1.05570e+00,9.99243e-01,3.68499e-02,0.00000e+00,0.00000e+00
2.39983e-05,2.96701e+02,7.16791e-03,1.50844e-02,1.05393e+00,9.99084e-01,3.70446e-02,4.56483e-04,0.00000e+00
5.13271e-04,9.48558e+02,4.38656e-01,2.81262e+00,3.62209e-01,9.61940e-02,6.92898e-01,0.00000e+00,0.00000e+00
5.62278e-04,9.49187e+02,4.80530e-01,2.80801e+00,3.61981e-01,9.60364e-02,6.90478e-01,0.00000e+00,0.00000e+00
5.88398e-04,9.41104e+02,5.02878e-01,2.75803e+00,3.65934e-01,9.43266e-02,6.92709e-01,2.46230e-03,0.00000e+00
2.06039e-05,2.95622e+02,6.94698e-03,9.44496e-03,1.05762e+00,9.99428e-01,3.45756e-02,0.00000e+00,0.00000e+00
1.64099e-05,2.95490e+02,6.17401e-03,8.12639e-03,1.05844e+00,9.99510e-01,3.41248e-02,0.00000e+00,0.00000e+00
1.79421e-05,2.95843e+02,5.63167e-03,1.02008e-02,1.05702e+00,9.99376e-01,3.42933e-02,4.62645e-04,0.00000e+00
9.02095e-03,1.95496e+03,1.85844e+00,9.73238e+00,1.65025e-01,4.10116e-01,3.12580e-01,0.00000e+00,0.00000e+00
8.69478e-03,1.95115e+03,1.71202e+00,9.73638e+00,1.65315e-01,4.13517e-01,3.11298e-01,0.00000e+00,0.00000e+00
1.02527e-02,1.95070e+03,2.19177e+00,9.66764e+00,1.65569e-01,4.07057e-01,3.11805e-01,1.49304e-03,0.00000e+00
1.00242e-03,4.15203e+02,4.62633e-01,7.01095e-01,7.59982e-01,9.64412e-01,1.13096e-01,0.00000e+00,0.00000e+00
1.00668e-03,4.13403e+02,4.64749e-01,6.92895e-01,7.62121e-01,9.64795e-01,1.12411e-01,0.00000e+00,0.00000e+00
1.38904e-03,4.26446e+02,6.55449e-01,7.77059e-01,7.36963e-01,9.60747e-01,1.13003e-01,7.27950e-04,0.00000e+00
1.91624e-03,1.35594e+03,1.61895e+00,4.72048e+00,2.57535e-01,1.61635e-01,5.01714e-01,0.00000e+00,0.00000e+00
1.99416e-03,1.36016e+03,1.68289e+00,4.71638e+00,2.56907e-01,1.61499e-01,4.99866e-01,0.00000e+00,0.00000e+00
2.15763e-03,1.34952e+03,1.82205e+00,4.66917e+00,2.58321e-01,1.59877e-01,5.01857e-01,1.50837e-03,0.00000e+00
4.86389e-03,6.64996e+02,2.74762e+00,2.34027e+00,4.76432e-01,8.87441e-01,1.64044e-01,0.00000e+00,0.00000e+00
4.82832e-03,6.59933e+02,2.78729e+00,2.31794e+00,4.78811e-01,8.88858e-01,1.63206e-01,0.00000e+00,0.00000e+00
6.37588e-03,6.90152e+02,3.59020e+00,2.52248e+00,4.55572e-01,8.79086e-01,1.63771e-01,8.63604e-04,0.00000e+00
6.47772e-03,1.94232e+03,2.76835e+00,8.55252e+00,1.72476e-01,3.17214e-01,3.58544e-01,0.00000e+00,0.00000e+00
6.56787e-03,1.94581e+03,2.66581e+00,8.65352e+00,1.71138e-01,3.22430e-01,3.57124e-01,0.00000e+00,0.00000e+00
7.12500e-03,1.93738e+03,3.03264e+00,8.55325e+00,1.72188e-01,3.17597e-01,3.57573e-01,1.53766e-03,0.00000e+00
1.67163e-21,2.94000e+02,5.43620e-41,8.69585e-22,1.06348e+00,1.00000e+00,6.51630e-04,2.70779e-04,0.00000e+00
9.42330e-21,2.94000e+02,1.34570e-39,4.05991e-21,1.06348e+00,1.00000e+00,1.04835e-03,0.00000e+00,0.00000e+00
0.00000e+00,2.94000e+02,6.30584e-43,1.18509e-22,1.06348e+00,1.00000e+00,6.97852e-04,0.00000e+00,0.00000e+00
2.52910e-03,1.50321e+03,2.07470e+00,5.59355e+00,2.28363e-01,1.92005e-01,4.64045e-01,0.00000e+00,0.00000e+00
2.71636e-03,1.50922e+03,2.21409e+00,5.64840e+00,2.26565e-01,1.93988e-01,4.62310e-01,0.00000e+00,0.00000e+00
2.92914e-03,1.49598e+03,2.40103e+00,5.56668e+00,2.28194e-01,1.91109e-01,4.63942e-01,1.86034e-03,0.00000e+00
2.39857e-03,1.43793e+03,1.99477e+00,5.22954e+00,2.39326e-01,1.79298e-01,4.79899e-01,0.00000e+00,0.00000e+00
2.40637e-03,1.44412e+03,1.99804e+00,5.23895e+00,2.38992e-01,1.79639e-01,4.78116e-01,0.00000e+00,0.00000e+00
2.68766e-03,1.43385e+03,2.23672e+00,5.19179e+00,2.39642e-01,1.77999e-01,4.78755e-01,1.86045e-03,0.00000e+00
1.20782e-13,2.94000e+02,2.41881e-11,1.60084e-07,1.06348e+00,1.00000e+00,1.13009e-02,0.00000e+00,0.00000e+00
1.33218e-13,2.94000e+02,2.83112e-11,1.23447e-07,1.06348e+00,1.00000e+00,1.09198e-02,0.00000e+00,0.00000e+00
1.46849e-10,2.94000e+02,3.41262e-08,1.28222e-06,1.06348e+00,1.00000e+00,1.11182e-02,4.23088e-04,0.00000e+00
6.31644e-03,7.87867e+02,3.89171e+00,3.14783e+00,4.05892e-01,8.51543e-01,1.77800e-01,0.00000e+00,0.00000e+00
5.58802e-03,7.73064e+02,3.35043e+00,3.02246e+00,4.16230e-01,8.56493e-01,1.76921e-01,0.00000e+00,0.00000e+00
8.07761e-03,8.09439e+02,4.68313e+00,3.30296e+00,3.92099e-01,8.43460e-01,1.77031e-01,8.84023e-04,0.00000e+00
1.23229e-03,1.20180e+03,1.04962e+00,3.96328e+00,2.89065e-01,1.35592e-01,5.53761e-01,0.00000e+00,0.00000e+00
1.32168e-03,1.20739e+03,1.12506e+00,4.00401e+00,2.87762e-01,1.36994e-01,5.51757e-01,0.00000e+00,0.00000e+00
1.46973e-03,1.19640e+03,1.25163e+00,3.95056e+00,2.88730e-01,1.35160e-01,5.52830e-01,2.11500e-03,0.00000e+00
7.70110e-03,1.97803e+03,2.41720e+00,9.25486e+00,1.66011e-01,3.58943e-01,3.37688e-01,0.00000e+00,0.00000e+00
7.98963e-03,1.97843e+03,2.51761e+00,9.23933e+00,1.66369e-01,3.58845e-01,3.36330e-01,0.00000e+00,0.00000e+00
8.47801e-03,1.97296e+03,2.70988e+00,9.19941e+00,1.66575e-01,3.56472e-01,3.36844e-01,1.34750e-03,0.00000e+00
1.35007e-04,3.13945e+02,5.12771e-02,1.08705e-01,9.99376e-01,9.93953e-01,6.10366e-02,0.00000e+00,0.00000e+00
1.31728e-04,3.13282e+02,4.88798e-02,1.06448e-01,1.00085e+00,9.94065e-01,6.05067e-02,0.00000e+00,0.00000e+00
1.74967e-04,3.16140e+02,6.61764e-02,1.22117e-01,9.91483e-01,9.93235e-01,6.07544e-02,5.31491e-04,0.00000e+00
5.84674e-03,1.91539e+03,2.79048e+00,8.30203e+00,1.75074e-01,3.03596e-01,3.68603e-01,0.00000e+00,0.00000e+00
5.98536e-03,1.92119e+03,2.76489e+00,8.37265e+00,1.74279e-01,3.07538e-01,3.67153e-01,0.00000e+00,0.00000e+00
6.61743e-03,1.90896e+03,3.19235e+00,8.24311e+00,1.75580e-01,3.01352e-01,3.67756e-01,1.72814e-03,0.00000e+00
2.14335e-03,1.38922e+03,1.80456e+00,4.89063e+00,2.50803e-01,1.67515e-01,4.92529e-01,0.00000e+00,0.00000e+00
2.25953e-03,1.39522e+03,1.89989e+00,4.90975e+00,2.50271e-01,1.68190e-01,4.90708e-01,0.00000e+00,0.00000e+00
2.43912e-03,1.38548e+03,2.05259e+00,4.86653e+00,2.50748e-01,1.66697e-01,4.91569e-01,1.88025e-03,0.00000e+00
7.29450e-04,1.02184e+03,6.23212e-01,3.07742e+00,3.42010e-01,1.05255e-01,6.41300e-01,0.00000e+00,0.00000e+00
7.68731e-04,1.02388e+03,6.56770e-01,3.05444e+00,3.43708e-01,1.04469e-01,6.39035e-01,0.00000e+00,0.00000e+00
8.50195e-04,1.01573e+03,7.26379e-01,3.04287e+00,3.43469e-01,1.04073e-01,6.40281e-01,2.30254e-03,0.00000e+00
1.45699e-04,3.15410e+02,5.47170e-02,1.14872e-01,9.95604e-01,9.93622e-01,6.21012e-02,0.00000e+00,0.00000e+00
1.39359e-04,3.14693e+02,5.29184e-02,1.11737e-01,9.97574e-01,9.93791e-01,6.15681e-02,0.00000e+00,0.00000e+00
2.01244e-04,3.17960e+02,7.64947e-02,1.33319e-01,9.85379e-01,9.92644e-01,6.17435e-02,5.99589e-04,0.00000e+00
5.06028e-03,1.89430e+03,2.59638e+00,8.00475e+00,1.79240e-01,2.89177e-01,3.75917e-01,0.00000e+00,0.00000e+00
5.29490e-03,1.89697e+03,2.69849e+00,8.07674e+00,1.77931e-01,2.92314e-01,3.74446e-01,0.00000e+00,0.00000e+00
5.79575e-03,1.88495e+03,2.99693e+00,7.98775e+00,1.79027e-01,2.88696e-01,3.76013e-01,1.23561e-03,0.00000e+00
6.70201e-03,1.94892e+03,2.67275e+00,8.71025e+00,1.70564e-01,3.25626e-01,3.55709e-01,0.00000e+00,0.00000e+00
6.76286e-03,1.95316e+03,2.72073e+00,8.70160e+00,1.70915e-01,3.25704e-01,3.54298e-01,0.00000e+00,0.00000e+00
7.21746e-03,1.94562e+03,2.96966e+00,8.65624e+00,1.71084e-01,3.23099e-01,3.54971e-01,1.47076e-03,0.00000e+00
1.38479e-02,1.50378e+03,6.10528e+00,8.02353e+00,2.08115e-01,6.08098e-01,2.43129e-01,0.00000e+00,0.00000e+00
1.29249e-02,1.48913e+03,5.98909e+00,7.90216e+00,2.11253e-01,6.15568e-01,2.42054e-01,0.00000e+00,0.00000e+00
1.48522e-02,1.51080e+03,6.21783e+00,8.00585e+00,2.07672e-01,6.05905e-01,2.42690e-01,1.26550e-03,0.00000e+00
1.10928e-03,1.17150e+03,9.45955e-01,3.79006e+00,2.98432e-01,1.29654e-01,5.65910e-01,0.00000e+00,0.00000e+00
1.12445e-03,1.17633e+03,9.58399e-01,3.82631e+00,2.96423e-01,1.30898e-01,5.63870e-01,0.00000e+00,0.00000e+00
1.30645e-03,1.16619e+03,1.11395e+00,3.77980e+00,2.97714e-01,1.29305e-01,5.64857e-01,2.01205e-03,0.00000e+00
1.21901e-02,1.68907e+03,3.65919e+00,8.90924e+00,1.87172e-01,5.34097e-01,2.65310e-01,0.00000e+00,0.00000e+00
1.19153e-02,1.67993e+03,3.88341e+00,8.82808e+00,1.89535e-01,5.44829e-01,2.64169e-01,0.00000e+00,0.00000e+00
1.39341e-02,1.69522e+03,3.98974e+00,8.89578e+00,1.86825e-01,5.32445e-01,2.64971e-01,1.06748e-03,0.00000e+00
6.09989e-05,3.03381e+02,2.04980e-02,5.06163e-02,1.03251e+00,9.97082e-01,5.02348e-02,0.00000e+00,0.00000e+00
5.42062e-05,3.03040e+02,1.77084e-02,4.85497e-02,1.03350e+00,9.97189e-01,4.97372e-02,0.00000e+00,0.00000e+00
7.55112e-05,3.04569e+02,2.52417e-02,5.74699e-02,1.02801e+00,9.96693e-01,5.00250e-02,4.99116e-04,0.00000e+00
3.29624e-03,1.57883e+03,2.63181e+00,5.90774e+00,2.19347e-01,2.03354e-01,4.45239e-01,0.00000e+00,0.00000e+00
3.17278e-03,1.58958e+03,2.50528e+00,5.96783e+00,2.18134e-01,2.05581e-01,4.43560e-01,0.00000e+00,0.00000e+00
3.56058e-03,1.57863e+03,2.83210e+00,5.87256e+00,2.19832e-01,2.02202e-01,4.44400e-01,2.00710e-03,0.00000e+00
1.38982e-03,4.42740e+02,6.62551e-01,8.72200e-01,7.11681e-01,9.56175e-01,1.21486e-01,0.00000e+00,0.00000e+00
1.32478e-03,4.38673e+02,6.34621e-01,8.50770e-01,7.18393e-01,9.57241e-01,1.20775e-01,0.00000e+00,0.00000e+00
1.87349e-03,4.56123e+02,9.05057e-01,9.63579e-01,6.88843e-01,9.51763e-01,1.21136e-01,7.95273e-04,0.00000e+00
1.08927e-03,1.14937e+03,9.29125e-01,3.68265e+00,3.03418e-01,1.25975e-01,5.74131e-01,0.00000e+00,0.00000e+00
1.02290e-03,1.15607e+03,8.72573e-01,3.69986e+00,3.03031e-01,1.26563e-01,5.72067e-01,0.00000e+00,0.00000e+00
1.26068e-03,1.14521e+03,1.07534e+00,3.67632e+00,3.03109e-01,1.25759e-01,5.73070e-01,2.14253e-03,0.00000e+00
1.59416e-13,2.94000e+02,3.40646e-11,3.61427e-07,1.06348e+00,1.00000e+00,1.20667e-02,0.00000e+00,0.00000e+00
4.94699e-14,2.94000e+02,1.00136e-11,2.28607e-07,1.06348e+00,1.00000e+00,1.16832e-02,0.00000e+00,0.00000e+00
4.17491e-11,2.94000e+02,1.00986e-08,1.03330e-06,1.06348e+00,1.00000e+00,1.18685e-02,3.98453e-04,0.00000e+00
1.01831e-03,1.16192e+03,8.68786e-01,3.72447e+00,3.01634e-01,1.27405e-01,5.70008e-01,0.00000e+00,0.00000e+00
1.06155e-03,1.16659e+03,9.05608e-01,3.73936e+00,3.01216e-01,1.27917e-01,5.67956e-01,0.00000e+00,0.00000e+00
1.25259e-03,1.15650e+03,1.06866e+00,3.69890e+00,3.02120e-01,1.26532e-01,5.69017e-01,2.04310e-03,0.00000e+00
9.69703e-06,2.94974e+02,2.92258e-03,5.96341e-03,1.05980e+00,9.99630e-01,3.18911e-02,0.00000e+00,0.00000e+00
6.96753e-06,2.94903e+02,2.06390e-03,4.64744e-03,1.06056e+00,9.99709e-01,3.14484e-02,0.00000e+00,0.00000e+00
1.21550e-05,2.95211e+02,3.83213e-03,6.56461e-03,1.05931e+00,9.99594e-01,3.16883e-02,4.44335e-04,0.00000e+00
6.68182e-03,1.95999e+03,2.58770e+00,8.79587e+00,1.69929e-01,3.30799e-01,3.51488e-01,0.00000e+00,0.00000e+00
6.91192e-03,1.96515e+03,2.61988e+00,8.80527e+00,1.70161e-01,3.32334e-01,3.50089e-01,0.00000e+00,0.00000e+00
7.47275e-03,1.95580e+03,2.90422e+00,8.77155e+00,1.70092e-01,3.30078e-01,3.50401e-01,1.38906e-03,0.00000e+00
2.62445e-13,2.94000e+02,5.50582e-11,6.45546e-07,1.06348e+00,1.00000e+00,1.28370e-02,0.00000e+00,0.00000e+00
2.90884e-13,2.94000e+02,6.35993e-11,5.16156e-07,1.06348e+00,1.00000e+00,1.24513e-02,0.00000e+00,0.00000e+00
2.49931e-10,2.94000e+02,5.79054e-08,2.79894e-06,1.06348e+00,1.00000e+00,1.26449e-02,3.88245e-04,0.00000e+00
1.15686e-02,1.78549e+03,2.82795e+00,9.32447e+00,1.77766e-01,4.98574e-01,2.78088e-01,0.00000e+00,0.00000e+00
1.13897e-02,1.77549e+03,2.81610e+00,9.27862e+00,1.78831e-01,5.01815e-01,2.76909e-01,0.00000e+00,0.00000e+00
1.28147e-02,1.78563e+03,3.00880e+00,9.30762e+00,1.77620e-01,4.95579e-01,2.77452e-01,1.25371e-03,0.00000e+00
2.99692e-03,5.54850e+02,1.54708e+00,1.58579e+00,5.70180e-01,9.22094e-01,1.48544e-01,0.00000e+00,0.00000e+00
2.92299e-03,5.50793e+02,1.53221e+00,1.55623e+00,5.74470e-01,9.23627e-01,1.47752e-01,0.00000e+00,0.00000e+00
3.95764e-03,5.76983e+02,2.07066e+00,1.73125e+00,5.46957e-01,9.15288e-01,1.47960e-01,8.28415e-04,0.00000e+00
7.52594e-10,2.94008e+02,1.67230e-07,1.99444e-05,1.06347e+00,9.99999e-01,1.67588e-02,0.00000e+00,0.00000e+00
2.83734e-10,2.94006e+02,6.14536e-08,1.33494e-05,1.06347e+00,9.99999e-01,1.63614e-02,0.00000e+00,0.00000e+00
1.17927e-08,2.94016e+02,2.97667e-06,4.88848e-05,1.06345e+00,9.99997e-01,1.66052e-02,4.95996e-04,0.00000e+00
9.40817e-05,3.08205e+02,3.41434e-02,7.95301e-02,1.01555e+00,9.95497e-01,5.58081e-02,0.00000e+00,0.00000e+00
9.71702e-05,3.07813e+02,3.59529e-02,7.72798e-02,1.01672e+00,9.95630e-01,5.52938e-02,0.00000e+00,0.00000e+00
1.31694e-04,3.10468e+02,4.81824e-02,9.14281e-02,1.00847e+00,9.94863e-01,5.56651e-02,5.87018e-04,0.00000e+00
1.10786e-02,1.16302e+03,6.63195e+00,5.76957e+00,2.72075e-01,7.29914e-01,2.12252e-01,0.00000e+00,0.00000e+00
9.59186e-03,1.13552e+03,5.79509e+00,5.63416e+00,2.78985e-01,7.35741e-01,2.11270e-01,0.00000e+00,0.00000e+00
1.14952e-02,1.15600e+03,6.70492e+00,5.73343e+00,2.73206e-01,7.30767e-01,2.11119e-01,6.96692e-04,0.00000e+00
3.92005e-03,1.71360e+03,2.77840e+00,6.80686e+00,1.98752e-01,2.36945e-01,4.17368e-01,0.00000e+00,0.00000e+00
3.97085e-03,1.72132e+03,2.76226e+00,6.89181e+00,1.97130e-01,2.40364e-01,4.15772e-01,0.00000e+00,0.00000e+00
4.41404e-03,1.70888e+03,3.12512e+00,6.79118e+00,1.98674e-01,2.36580e-01,4.16570e-01,1.88806e-03,0.00000e+00
2.40172e-05,2.97794e+02,7.58322e-03,2.03023e-02,1.05066e+00,9.98783e-01,4.10304e-02,0.00000e+00,0.00000e+00
2.49822e-05,2.97558e+02,8.00401e-03,1.94789e-02,1.05123e+00,9.98834e-01,4.05603e-02,0.00000e+00,0.00000e+00
3.46929e-05,2.98497e+02,1.08260e-02,2.44214e-02,1.04805e+00,9.98544e-01,4.08778e-02,5.23749e-04,0.00000e+00
2.95666e-03,1.52259e+03,2.40508e+00,5.61901e+00,2.27609e-01,1.93044e-01,4.58854e-01,0.00000e+00,0.00000e+00
2.85977e-03,1.53301e+03,2.31477e+00,5.70263e+00,2.25517e-01,1.95998e-01,4.57135e-01,0.00000e+00,0.00000e+00
3.17911e-03,1.52072e+03,2.58727e+00,5.61199e+00,2.26932e-01,1.92803e-01,4.57655e-01,2.08315e-03,0.00000e+00
1.27086e-02,1.47739e+03,5.92743e+00,7.84922e+00,2.12600e-01,6.18517e-01,2.40983e-01,0.00000e+00,0.00000e+00
1.27021e-02,1.46599e+03,6.05857e+00,7.81121e+00,2.13803e-01,6.22458e-01,2.39915e-01,0.00000e+00,0.00000e+00
1.44268e-02,1.48800e+03,6.30582e+00,7.90474e+00,2.10326e-01,6.13620e-01,2.40604e-01,1.07956e-03,0.00000e+00
1.23611e-02,1.67330e+03,4.03991e+00,8.79540e+00,1.90313e-01,5.47625e-01,2.63032e-01,0.00000e+00,0.00000e+00
1.26825e-02,1.66406e+03,4.22590e+00,8.77126e+00,1.90872e-01,5.50196e-01,2.61898e-01,0.00000e+00,0.00000e+00
1.40808e-02,1.68220e+03,4.26376e+00,8.83815e+00,1.88461e-01,5.40624e-01,2.62931e-01,1.24325e-03,0.00000e+00
1.10686e-02,1.73422e+03,3.22796e+00,9.13055e+00,1.83080e-01,5.23897e-01,2.71066e-01,0.00000e+00,0.00000e+00
1.21161e-02,1.72576e+03,3.43331e+00,9.06198e+00,1.83958e-01,5.23224e-01,2.69908e-01,0.00000e+00,0.00000e+00
1.32080e-02,1.73930e+03,3.48793e+00,9.12382e+00,1.81943e-01,5.16172e-01,2.70694e-01,1.28775e-03,0.00000e+00
6.88789e-04,9.97066e+02,5.88543e-01,2.94552e+00,3.51730e-01,1.00742e-01,6.55037e-01,0.00000e+00,0.00000e+00
6.93276e-04,1.00206e+03,5.92356e-01,2.98446e+00,3.49170e-01,1.02074e-01,6.52730e-01,0.00000e+00,0.00000e+00
7.92679e-04,9.90964e+02,6.77315e-01,2.92844e+00,3.52295e-01,1.00158e-01,6.53839e-01,2.67483e-03,0.00000e+00
9.22607e-06,2.94724e+02,2.84001e-03,3.90517e-03,1.06106e+00,9.99760e-01,3.01280e-02,0.00000e+00,0.00000e+00
4.08597e-06,2.94648e+02,1.22376e-03,2.89132e-03,1.06165e+00,9.99819e-01,2.96906e-02,0.00000e+00,0.00000e+00
9.32802e-06,2.94934e+02,2.78264e-03,4.78923e-03,1.06044e+00,9.99703e-01,2.99093e-02,5.14787e-04,0.00000e+00
8.65822e-05,3.09106e+02,2.99581e-02,8.17005e-02,1.01439e+00,9.95365e-01,5.68413e-02,0.00000e+00,0.00000e+00
9.60734e-05,3.08617e+02,3.37930e-02,8.15107e-02,1.01444e+00,9.95381e-01,5.63239e-02,0.00000e+00,0.00000e+00
1.34188e-04,3.11072e+02,4.86939e-02,9.47060e-02,1.00664e+00,9.94682e-01,5.66017e-02,5.19324e-04,0.00000e+00
6.05225e-03,1.93795e+03,2.61141e+00,8.54367e+00,1.72377e-01,3.16078e-01,3.61397e-01,0.00000e+00,0.00000e+00
6.39510e-03,1.93776e+03,2.80338e+00,8.51589e+00,1.72727e-01,3.15019e-01,3.59968e-01,0.00000e+00,0.00000e+00
6.70797e-03,1.93113e+03,2.95607e+00,8.47423e+00,1.73031e-01,3.13088e-01,3.61459e-01,1.29515e-03,0.00000e+00
3.23648e-05,2.98170e+02,1.01282e-02,2.40548e-02,1.04857e+00,9.98568e-01,4.19748e-02,0.00000e+00,0.00000e+00
2.70333e-05,2.97987e+02,8.38293e-03,2.18023e-02,1.04972e+00,9.98694e-01,4.15019e-02,0.00000e+00,0.00000e+00
3.67536e-05,2.98886e+02,1.14834e-02,2.67585e-02,1.04659e+00,9.98408e-01,4.17561e-02,4.87807e-04,0.00000e+00
1.10034e-02,1.74845e+03,3.02864e+00,9.23125e+00,1.80920e-01,5.13152e-01,2.73393e-01,0.00000e+00,0.00000e+00
1.11066e-02,1.74122e+03,3.10038e+00,9.16037e+00,1.82182e-01,5.18848e-01,2.72228e-01,0.00000e+00,0.00000e+00
1.29170e-02,1.75411e+03,3.29807e+00,9.19805e+00,1.80395e-01,5.09055e-01,2.72850e-01,1.17850e-03,0.00000e+00
1.17697e-02,1.76776e+03,2.89591e+00,9.19939e+00,1.80178e-01,5.02902e-01,2.75734e-01,0.00000e+00,0.00000e+00
1.11550e-02,1.75678e+03,2.97291e+00,9.21165e+00,1.81018e-01,5.09844e-01,2.74562e-01,0.00000e+00,0.00000e+00
1.32588e-02,1.76976e+03,3.18974e+00,9.20424e+00,1.79693e-01,5.01291e-01,2.75160e-01,1.22772e-03,0.00000e+00
2.93910e-04,3.34395e+02,1.15482e-01,2.26861e-01,9.38854e-01,9.87798e-01,7.59614e-02,0.00000e+00,0.00000e+00
2.99603e-04,3.33736e+02,1.19973e-01,2.23752e-01,9.39848e-01,9.87968e-01,7.53868e-02,0.00000e+00,0.00000e+00
4.08565e-04,3.39398e+02,1.67751e-01,2.57213e-01,9.23776e-01,9.86278e-01,7.56995e-02,6.31487e-04,0.00000e+00
7.63855e-05,3.05783e+02,2.65876e-02,6.48542e-02,1.02421e+00,9.96300e-01,5.32520e-02,0.00000e+00,0.00000e+00
8.07080e-05,3.05360e+02,2.82252e-02,6.33033e-02,1.02500e+00,9.96385e-01,5.27454e-02,0.00000e+00,0.00000e+00
9.81425e-05,3.06887e+02,3.48418e-02,7.14003e-02,1.02009e+00,9.95944e-01,5.30088e-02,4.85425e-04,0.00000e+00
1.08614e-02,1.83875e+03,2.26785e+00,9.56372e+00,1.72164e-01,4.69881e-01,2.86442e-01,0.00000e+00,0.00000e+00
1.07930e-02,1.82978e+03,2.33212e+00,9.52933e+00,1.73075e-01,4.75434e-01,2.85238e-01,0.00000e+00,0.00000e+00
1.20131e-02,1.83922e+03,2.47515e+00,9.51876e+00,1.72661e-01,4.69388e-01,2.86075e-01,1.18371e-03,0.00000e+00
1.23367e-02,1.36815e+03,6.52784e+00,7.18504e+00,2.29575e-01,6.57927e-01,2.30444e-01,0.00000e+00,0.00000e+00
1.27262e-02,1.35913e+03,6.77595e+00,7.11302e+00,2.31190e-01,6.61709e-01,2.29408e-01,0.00000e+00,0.00000e+00
1.42562e-02,1.37946e+03,7.03481e+00,7.24470e+00,2.26709e-01,6.52694e-01,2.29998e-01,1.04730e-03,0.00000e+00
2.50850e-03,1.49080e+03,2.07647e+00,5.42561e+00,2.33464e-01,1.86130e-01,4.67531e-01,0.00000e+00,0.00000e+00
