"ZVarPDF_TA","TPDFMean","PVVarPDF_TA","PVPDF_TA","rhoPDF_TA","ZPDF_TA","Points:0","Points:1","Points:2"
3.33580e-03,1.51198e+03,2.73077e+00,5.53075e+00,2.28830e-01,1.89941e-01,4.58052e-01,4.24892e-03,0.00000e+00
1.80929e-03,1.13338e+03,1.54277e+00,3.60258e+00,3.06759e-01,1.23247e-01,5.50031e-01,2.12213e-02,0.00000e+00
1.72781e-03,7.38670e+02,1.26003e+00,1.81429e+00,4.81166e-01,6.37023e-02,7.18515e-02,1.19816e-02,0.00000e+00
5.55592e-09,2.94050e+02,4.66244e-06,2.20250e-04,1.19603e+00,7.60050e-06,3.01814e-01,6.15960e-02,0.00000e+00
1.49586e-08,2.94073e+02,1.26008e-05,3.22693e-04,1.19593e+00,1.11233e-05,3.05021e-01,6.07133e-02,0.00000e+00
3.49220e-08,2.94127e+02,2.93334e-05,5.69238e-04,1.19568e+00,1.96288e-05,3.03108e-01,5.83103e-02,0.00000e+00
1.62480e-02,1.51787e+03,6.77011e+00,7.54078e+00,2.11315e-01,5.76176e-01,8.40625e-03,4.35772e-03,0.00000e+00
1.70457e-02,1.42663e+03,7.31490e+00,7.01782e+00,2.24545e-01,6.09051e-01,8.32950e-03,4.28099e-03,0.00000e+00
8.40969e-03,1.90819e+03,3.78035e+00,8.38053e+00,1.74549e-01,3.10987e-01,3.54191e-01,7.28369e-03,0.00000e+00
8.60121e-03,1.88258e+03,4.07578e+00,8.19178e+00,1.77168e-01,3.02473e-01,3.54638e-01,9.40790e-03,0.00000e+00
8.37821e-03,1.89301e+03,3.92825e+00,8.22685e+00,1.76563e-01,3.03706e-01,3.55811e-01,8.42274e-03,0.00000e+00
2.00554e-03,1.25845e+03,1.70360e+00,4.24447e+00,2.74258e-01,1.45255e-01,5.25921e-01,7.21514e-03,0.00000e+00
2.03450e-03,1.26404e+03,1.72852e+00,4.27229e+00,2.73063e-01,1.46208e-01,5.23524e-01,7.92511e-03,0.00000e+00
2.36723e-02,1.57516e+03,5.21892e+00,6.66449e+00,2.11961e-01,3.13427e-01,9.65774e-02,9.24757e-03,0.00000e+00
1.87187e-02,1.48834e+03,5.43227e+00,5.93700e+00,2.27145e-01,2.53978e-01,9.60656e-02,1.00151e-02,0.00000e+00
2.00301e-02,1.51617e+03,5.38090e+00,6.14202e+00,2.22333e-01,2.68582e-01,9.70706e-02,9.86500e-03,0.00000e+00
1.38322e-03,1.90402e+03,2.84744e-01,8.54348e+00,1.73706e-01,3.30258e-01,6.96447e-03,4.98197e-03,0.00000e+00
8.49168e-04,1.91202e+03,1.70534e-01,8.40460e+00,1.74056e-01,3.16219e-01,6.79439e-03,5.05718e-03,0.00000e+00
3.19483e-04,1.92036e+03,6.72325e-02,8.17120e+00,1.74990e-01,2.95953e-01,6.96676e-03,5.29287e-03,0.00000e+00
1.70953e-16,2.94000e+02,1.44860e-13,2.55700e-08,1.19624e+00,8.79162e-10,1.95639e-01,8.66113e-02,0.00000e+00
1.04257e-09,2.94001e+02,8.86401e-07,1.74853e-05,1.19622e+00,5.99831e-07,1.47628e-01,5.69208e-02,0.00000e+00
3.15439e-09,2.94033e+02,2.67092e-06,1.18692e-04,1.19612e+00,4.07798e-06,8.48692e-02,3.26103e-02,0.00000e+00
1.62560e-16,2.94000e+02,1.37562e-13,3.40823e-08,1.19624e+00,1.17264e-09,1.43850e-01,7.83948e-02,0.00000e+00
3.69588e-16,2.94000e+02,3.11884e-13,4.05005e-08,1.19624e+00,1.39318e-09,1.47134e-01,7.78141e-02,0.00000e+00
7.69618e-16,2.94000e+02,6.50647e-13,5.96519e-08,1.19624e+00,2.05095e-09,1.45052e-01,7.56555e-02,0.00000e+00
6.74070e-09,2.94023e+02,5.73582e-06,1.12302e-04,1.19613e+00,3.85768e-06,1.43487e-01,3.87111e-02,0.00000e+00
3.23441e-02,1.52826e+03,6.90796e+00,7.40213e+00,2.09480e-01,5.29601e-01,1.53466e-01,7.61093e-03,0.00000e+00
5.31186e-03,9.64819e+02,3.56132e+00,2.93056e+00,3.60400e-01,1.04097e-01,2.19198e-01,2.43370e-02,0.00000e+00
6.45128e-03,1.04816e+03,4.12540e+00,3.34297e+00,3.29992e-01,1.19574e-01,2.17922e-01,2.31745e-02,0.00000e+00
5.31238e-03,9.65235e+02,3.55822e+00,2.93379e+00,3.59312e-01,1.04207e-01,2.17040e-01,2.41656e-02,0.00000e+00
1.02128e-09,2.94008e+02,8.55060e-07,3.65957e-05,1.19620e+00,1.26509e-06,2.11694e-01,5.23974e-02,0.00000e+00
6.04575e-10,2.94006e+02,5.07360e-07,2.89252e-05,1.19621e+00,9.98585e-07,2.09726e-01,5.25632e-02,0.00000e+00
1.49817e-02,1.77884e+03,5.51090e+00,7.82775e+00,1.86803e-01,3.05598e-01,2.99768e-01,1.49536e-02,0.00000e+00
1.51390e-02,1.83801e+03,4.68973e+00,8.39734e+00,1.79167e-01,3.37900e-01,3.00368e-01,1.27622e-02,0.00000e+00
6.30396e-05,3.27489e+02,5.38955e-02,1.26599e-01,1.08180e+00,4.32995e-03,5.84263e-01,8.98008e-02,0.00000e+00
1.36283e-04,3.55780e+02,1.16517e-01,2.43051e-01,9.92625e-01,8.31262e-03,6.05897e-01,8.95925e-02,0.00000e+00
4.93512e-05,3.17841e+02,4.21937e-02,9.37882e-02,1.11038e+00,3.20766e-03,6.10014e-01,9.47862e-02,0.00000e+00
1.57966e-04,3.67776e+02,1.35057e-01,2.88968e-01,9.61229e-01,9.88297e-03,6.13703e-01,8.93986e-02,0.00000e+00
9.18027e-13,2.94000e+02,7.75755e-10,1.68953e-07,1.19624e+00,5.81746e-09,8.03694e-02,5.88549e-02,0.00000e+00
2.31669e-03,6.79388e+02,1.62605e+00,1.59822e+00,5.25140e-01,5.70612e-02,1.02358e-01,1.50912e-02,0.00000e+00
4.17984e-03,8.47266e+02,2.73135e+00,2.37597e+00,4.14858e-01,8.57908e-02,1.02894e-01,1.41797e-02,0.00000e+00
9.60780e-03,6.73252e+02,4.39403e+00,2.36361e+00,4.74631e-01,8.81767e-01,6.96478e-02,3.61026e-03,0.00000e+00
9.34527e-03,6.65634e+02,4.27483e+00,2.30583e+00,4.81555e-01,8.84643e-01,7.02622e-02,3.58274e-03,0.00000e+00
4.98058e-03,5.19625e+02,2.27992e+00,1.37210e+00,6.12030e-01,9.30929e-01,6.98254e-02,2.96795e-03,0.00000e+00
3.94548e-03,8.38640e+02,2.67664e+00,2.34460e+00,4.16664e-01,8.36365e-02,1.54077e-01,1.92843e-02,0.00000e+00
5.70254e-03,9.70633e+02,3.56576e+00,2.99109e+00,3.55641e-01,1.07952e-01,1.54302e-01,1.81997e-02,0.00000e+00
2.41419e-17,2.94000e+02,8.77827e-23,4.41671e-14,1.06348e+00,1.00000e+00,1.49992e-03,1.23165e-03,0.00000e+00
6.46866e-18,2.94000e+02,2.13797e-20,3.68161e-12,1.06348e+00,1.00000e+00,1.57342e-03,1.55904e-03,0.00000e+00
7.43570e-18,2.94000e+02,8.05029e-21,3.71999e-12,1.06348e+00,1.00000e+00,1.87379e-03,1.35269e-03,0.00000e+00
6.07209e-09,2.94063e+02,5.07907e-06,2.68655e-04,1.19598e+00,9.30718e-06,2.12991e-01,4.35588e-02,0.00000e+00
4.77722e-09,2.94061e+02,3.99780e-06,2.43282e-04,1.19600e+00,8.42735e-06,2.15223e-01,4.40085e-02,0.00000e+00
4.68388e-03,1.23799e+03,3.83733e+00,4.20242e+00,2.79501e-01,1.44490e-01,4.12233e-01,2.94080e-02,0.00000e+00
4.02667e-18,2.94000e+02,3.38677e-15,3.96539e-09,1.19624e+00,1.36613e-10,7.34559e-02,7.13591e-02,0.00000e+00
8.08607e-15,2.94000e+02,6.83897e-12,8.44105e-09,1.19624e+00,2.90515e-10,7.47235e-02,7.26715e-02,0.00000e+00
2.11821e-06,2.94068e+02,3.28588e-04,4.88946e-04,1.06316e+00,9.99962e-01,3.19785e-04,3.12176e-03,0.00000e+00
2.86005e-08,2.94002e+02,4.69378e-06,3.60073e-05,1.06346e+00,9.99997e-01,1.72019e-04,3.06316e-03,0.00000e+00
4.47807e-07,2.94037e+02,6.36895e-05,2.20409e-04,1.06333e+00,9.99983e-01,4.36773e-04,3.05445e-03,0.00000e+00
2.20842e-03,3.60895e+02,5.68582e-01,3.72053e-01,8.73481e-01,9.75684e-01,4.89283e-03,3.29902e-03,0.00000e+00
4.68305e-06,2.97075e+02,3.99509e-03,1.44900e-02,1.18205e+00,4.96657e-04,3.50172e-01,5.89042e-02,0.00000e+00
1.07327e-06,2.95195e+02,9.15460e-04,5.03577e-03,1.19130e+00,1.72639e-04,3.52659e-01,6.13277e-02,0.00000e+00
2.46927e-05,3.03570e+02,2.10694e-02,4.56031e-02,1.15282e+00,1.56267e-03,3.53083e-01,5.78132e-02,0.00000e+00
8.72496e-04,3.23414e+02,2.26722e-01,1.63975e-01,9.69046e-01,9.89285e-01,6.53565e-03,3.07539e-03,0.00000e+00
8.74343e-04,9.99444e+02,7.47060e-01,2.96652e+00,3.48339e-01,1.01461e-01,6.44788e-01,5.44389e-03,0.00000e+00
3.06414e-02,1.59882e+03,5.44839e+00,7.34219e+00,2.03918e-01,4.26480e-01,1.09030e-01,8.22360e-03,0.00000e+00
3.24283e-02,1.56016e+03,6.01599e+00,7.32590e+00,2.07761e-01,4.81582e-01,1.09561e-01,7.59370e-03,0.00000e+00
3.27039e-02,1.54939e+03,6.14900e+00,7.29427e+00,2.08944e-01,4.90871e-01,1.08633e-01,7.47061e-03,0.00000e+00
4.26313e-04,3.15234e+02,1.17368e-01,1.16825e-01,9.93920e-01,9.92597e-01,1.18636e-02,2.78507e-03,0.00000e+00
6.83135e-04,3.29743e+02,1.95563e-01,1.96782e-01,9.51572e-01,9.87722e-01,1.18628e-02,2.93989e-03,0.00000e+00
5.83084e-04,3.23872e+02,1.65034e-01,1.65260e-01,9.67879e-01,9.89641e-01,1.19996e-02,2.88362e-03,0.00000e+00
1.33016e-11,2.94000e+02,1.12633e-08,1.17961e-06,1.19624e+00,4.05358e-08,1.09091e-01,5.92015e-02,0.00000e+00
6.95065e-19,2.94000e+02,5.77913e-16,3.49828e-10,1.19624e+00,1.21124e-11,2.29199e-02,5.01477e-02,0.00000e+00
1.88818e-25,2.94000e+02,1.60632e-22,3.92520e-13,1.19624e+00,1.35152e-14,2.66098e-01,1.36495e-01,0.00000e+00
9.65689e-03,1.96150e+03,3.04357e+00,9.20925e+00,1.66998e-01,3.59946e-01,3.30828e-01,4.83022e-03,0.00000e+00
9.96394e-03,1.95240e+03,3.21267e+00,9.14443e+00,1.67736e-01,3.56836e-01,3.30177e-01,6.30373e-03,0.00000e+00
9.96736e-03,1.94959e+03,3.32464e+00,9.07119e+00,1.68398e-01,3.52418e-01,3.31667e-01,6.46442e-03,0.00000e+00
8.57862e-04,3.59096e+02,3.69723e-01,3.79508e-01,8.72402e-01,9.80143e-01,7.27858e-02,1.48551e-03,0.00000e+00
3.13023e-09,2.94051e+02,2.61426e-06,1.38257e-04,1.19611e+00,4.78661e-06,2.67275e-01,5.61397e-02,0.00000e+00
5.23838e-09,2.94029e+02,4.38142e-06,9.01918e-05,1.19615e+00,3.12251e-06,2.64981e-01,5.78923e-02,0.00000e+00
8.16955e-09,2.94023e+02,6.83475e-06,1.01189e-04,1.19614e+00,3.50199e-06,2.66611e-01,5.92934e-02,0.00000e+00
2.46778e-09,2.94005e+02,2.09719e-06,4.73237e-05,1.19619e+00,1.62380e-06,1.23880e-01,4.64450e-02,0.00000e+00
1.09725e-09,2.94005e+02,9.32014e-07,2.85262e-05,1.19621e+00,9.79204e-07,1.22188e-01,4.56726e-02,0.00000e+00
1.84063e-09,2.94004e+02,1.56417e-06,3.94024e-05,1.19620e+00,1.35208e-06,1.22118e-01,4.73145e-02,0.00000e+00
1.22310e-27,2.94000e+02,1.05062e-24,1.22073e-13,1.19624e+00,4.02204e-15,4.10531e-02,8.98024e-02,0.00000e+00
1.63940e-02,1.24412e+03,7.49778e+00,5.97152e+00,2.55865e-01,6.81678e-01,1.42108e-02,4.31831e-03,0.00000e+00
1.10691e-08,2.94030e+02,9.25907e-06,1.49661e-04,1.19609e+00,5.17982e-06,2.71283e-01,5.85947e-02,0.00000e+00
2.30906e-03,7.20459e+02,1.84022e+00,1.77678e+00,4.87561e-01,6.16711e-02,2.38793e-01,2.99053e-02,0.00000e+00
2.33142e-03,7.21099e+02,1.85862e+00,1.79084e+00,4.85962e-01,6.21672e-02,2.36454e-01,2.95896e-02,0.00000e+00
1.63415e-03,6.25688e+02,1.32947e+00,1.37467e+00,5.58738e-01,4.76321e-02,2.37822e-01,3.13309e-02,0.00000e+00
2.47504e-11,2.94001e+02,2.09197e-08,3.69976e-06,1.19624e+00,1.27252e-07,2.25139e-01,6.96386e-02,0.00000e+00
1.68314e-13,2.94001e+02,1.42479e-10,5.64698e-07,1.19624e+00,1.94086e-08,2.35163e-01,7.25744e-02,0.00000e+00
4.41881e-03,1.55514e+03,3.49848e+00,5.80485e+00,2.21407e-01,2.00127e-01,4.36000e-01,1.21669e-02,0.00000e+00
4.52461e-03,1.54390e+03,3.58731e+00,5.75921e+00,2.22771e-01,1.98560e-01,4.35079e-01,1.36430e-02,0.00000e+00
4.45335e-03,1.52659e+03,3.54585e+00,5.66199e+00,2.25379e-01,1.95092e-01,4.36742e-01,1.45902e-02,0.00000e+00
1.11424e-04,3.32475e+02,9.48224e-02,1.64434e-01,1.05588e+00,5.64797e-03,2.92728e-01,4.59783e-02,0.00000e+00
9.76863e-06,2.98578e+02,8.31262e-03,2.14276e-02,1.17545e+00,7.36267e-04,2.91616e-01,4.86816e-02,0.00000e+00
1.39885e-05,3.00721e+02,1.18974e-02,3.11530e-02,1.16625e+00,1.07034e-03,2.93774e-01,4.85316e-02,0.00000e+00
1.60054e-03,3.91767e+02,6.93015e-01,5.78036e-01,8.01411e-01,9.69950e-01,6.14187e-02,2.30019e-03,0.00000e+00
1.86077e-03,3.95153e+02,5.93457e-01,5.69758e-01,7.98085e-01,9.65999e-01,1.28991e-02,3.24156e-03,0.00000e+00
2.42008e-03,4.22756e+02,7.96042e-01,7.32422e-01,7.47185e-01,9.56790e-01,1.30324e-02,3.31290e-03,0.00000e+00
1.24420e-02,1.92153e+03,3.55218e+00,9.10811e+00,1.70049e-01,3.67293e-01,3.14295e-01,8.69780e-03,0.00000e+00
1.91752e-03,1.26041e+03,1.62920e+00,4.25379e+00,2.74096e-01,1.45570e-01,5.27212e-01,4.47532e-03,0.00000e+00
1.00524e-02,7.05589e+02,4.87371e+00,2.59321e+00,4.49308e-01,8.72526e-01,1.30696e-01,2.75192e-03,0.00000e+00
9.64964e-03,6.69945e+02,4.38038e+00,2.33689e+00,4.81047e-01,8.82992e-01,7.34055e-02,3.55603e-03,0.00000e+00
1.09767e-02,7.13111e+02,4.91513e+00,2.60177e+00,4.52261e-01,8.69499e-01,7.40803e-02,3.71068e-03,0.00000e+00
2.07491e-03,7.44617e+02,1.51939e+00,1.84827e+00,4.77445e-01,6.52705e-02,8.12537e-02,1.27188e-02,0.00000e+00
2.62058e-03,8.05350e+02,1.86743e+00,2.12072e+00,4.40234e-01,7.51867e-02,8.17962e-02,1.25123e-02,0.00000e+00
5.33115e-03,1.19345e+03,3.17867e+00,4.04149e+00,2.90557e-01,1.45547e-01,5.80240e-02,9.28620e-03,0.00000e+00
1.22131e-17,2.94000e+02,1.03473e-14,1.17374e-08,1.19624e+00,4.03803e-10,2.72178e-01,1.02141e-01,0.00000e+00
1.66355e-14,2.94000e+02,1.40070e-11,2.52230e-08,1.19624e+00,8.67980e-10,2.71637e-01,9.87135e-02,0.00000e+00
2.67852e-17,2.94000e+02,2.26805e-14,1.75647e-08,1.19624e+00,6.04279e-10,2.67884e-01,9.97002e-02,0.00000e+00
1.25706e-02,1.29232e+03,5.25320e+00,4.67485e+00,2.65875e-01,1.82519e-01,1.24142e-01,1.32293e-02,0.00000e+00
3.15916e-03,3.96884e+02,8.56358e-01,5.85361e-01,7.95255e-01,9.62491e-01,5.11598e-03,3.37158e-03,0.00000e+00
1.59663e-19,2.94000e+02,1.35901e-16,8.14874e-10,1.19624e+00,2.78653e-11,4.65475e-01,1.29139e-01,0.00000e+00
3.72994e-05,3.09163e+02,2.96088e-02,6.51086e-02,1.13614e+00,2.27064e-03,1.98673e-01,3.23130e-02,0.00000e+00
2.21380e-02,1.11897e+03,9.10227e+00,5.31579e+00,2.82188e-01,7.32137e-01,1.70063e-01,4.22278e-03,0.00000e+00
2.13455e-03,1.05237e+03,1.82052e+00,3.22685e+00,3.31313e-01,1.10397e-01,5.24457e-01,3.31681e-02,0.00000e+00
1.66452e-03,1.21144e+03,1.41364e+00,4.01900e+00,2.85720e-01,1.37787e-01,2.43981e-02,8.67357e-03,0.00000e+00
1.67553e-03,1.22632e+03,1.42179e+00,4.08994e+00,2.82519e-01,1.40239e-01,2.47527e-02,8.57955e-03,0.00000e+00
1.00140e-27,2.94000e+02,8.32319e-25,1.13647e-13,1.19624e+00,3.81501e-15,9.49160e-02,1.07475e-01,0.00000e+00
1.88914e-08,2.94106e+02,1.60603e-05,4.86368e-04,1.19576e+00,1.66875e-05,8.44580e-02,2.76962e-02,0.00000e+00
1.54987e-08,2.94083e+02,1.31703e-05,3.74817e-04,1.19587e+00,1.28630e-05,8.38843e-02,2.86623e-02,0.00000e+00
1.40134e-08,2.94081e+02,1.19128e-05,3.53383e-04,1.19589e+00,1.21267e-05,8.47614e-02,2.88863e-02,0.00000e+00
9.13204e-03,1.95035e+03,3.26659e+00,8.96349e+00,1.68701e-01,3.43334e-01,3.39293e-01,5.64401e-03,0.00000e+00
2.38674e-05,1.90514e+03,4.91724e-03,7.89587e+00,1.77510e-01,2.78732e-01,4.07175e-03,5.17584e-03,0.00000e+00
2.28393e-06,1.90147e+03,5.65420e-04,7.80679e+00,1.78301e-01,2.72834e-01,3.71262e-03,5.47215e-03,0.00000e+00
1.53759e-06,1.90293e+03,4.15671e-04,7.80446e+00,1.78234e-01,2.72275e-01,4.11308e-03,5.64982e-03,0.00000e+00
2.69221e-03,8.32617e+02,2.24969e+00,2.26106e+00,4.20832e-01,7.76215e-02,3.56464e-01,3.93533e-02,0.00000e+00
3.10768e-03,8.86221e+02,2.58002e+00,2.50801e+00,3.94939e-01,8.61647e-02,3.54240e-01,3.76899e-02,0.00000e+00
2.34916e-03,7.91985e+02,1.97220e+00,2.05657e+00,4.45036e-01,7.05743e-02,3.54157e-01,4.01512e-02,0.00000e+00
3.26100e-02,1.51790e+03,6.72937e+00,7.24171e+00,2.12279e-01,5.24586e-01,1.22961e-01,7.31341e-03,0.00000e+00
1.01999e-02,1.76473e+03,3.47355e+00,8.82788e+00,1.81845e-01,4.73833e-01,1.00853e-02,4.67721e-03,0.00000e+00
1.52020e-02,1.67264e+03,6.19044e+00,7.02842e+00,2.00411e-01,2.69964e-01,2.86303e-01,1.73960e-02,0.00000e+00
9.76095e-03,1.27573e+03,4.53724e+00,4.54988e+00,2.69724e-01,1.72777e-01,7.87439e-02,1.02892e-02,0.00000e+00
3.01315e-09,2.94045e+02,2.51806e-06,1.43912e-04,1.19610e+00,4.98472e-06,2.31691e-01,4.94061e-02,0.00000e+00
2.14687e-09,2.94025e+02,1.79953e-06,9.73216e-05,1.19615e+00,3.36769e-06,2.32412e-01,5.18395e-02,0.00000e+00
3.19489e-09,2.94056e+02,2.66833e-06,1.51869e-04,1.19609e+00,5.26034e-06,2.33981e-01,4.92990e-02,0.00000e+00
1.47845e-20,2.94000e+02,1.24385e-17,1.04196e-11,1.19624e+00,3.59163e-13,6.94007e-02,9.28971e-02,0.00000e+00
4.70400e-04,5.32040e+02,3.83661e-01,9.45884e-01,6.65229e-01,3.27362e-02,6.89560e-02,1.29010e-02,0.00000e+00
5.75431e-04,5.65279e+02,4.64940e-01,1.07186e+00,6.27832e-01,3.71264e-02,6.83639e-02,1.26226e-02,0.00000e+00
9.29989e-11,2.94001e+02,7.90268e-08,2.82449e-06,1.19624e+00,9.69646e-08,1.03242e-01,5.38506e-02,0.00000e+00
6.57224e-11,2.94001e+02,5.58548e-08,2.46001e-06,1.19624e+00,8.44469e-08,1.04935e-01,5.39620e-02,0.00000e+00
9.59527e-04,8.37382e+02,8.20206e-01,2.23091e+00,4.17286e-01,7.62986e-02,6.57747e-01,4.29602e-02,0.00000e+00
8.95208e-07,2.94403e+02,7.65293e-04,2.78039e-03,1.19349e+00,9.51039e-05,5.41943e-01,9.41788e-02,0.00000e+00
4.11941e-09,2.94033e+02,3.49145e-06,1.32921e-04,1.19611e+00,4.56635e-06,8.08287e-02,3.22794e-02,0.00000e+00
3.07397e-09,2.94025e+02,2.60475e-06,9.94741e-05,1.19614e+00,3.41842e-06,8.12738e-02,3.36885e-02,0.00000e+00
3.23175e-03,1.43425e+03,2.68695e+00,5.16067e+00,2.40077e-01,1.76986e-01,4.71543e-01,9.69561e-03,0.00000e+00
8.35608e-16,2.94000e+02,7.00837e-13,7.55083e-09,1.19624e+00,2.60376e-10,9.05423e-02,7.68244e-02,0.00000e+00
1.18248e-15,2.94000e+02,9.91059e-13,9.30313e-09,1.19624e+00,3.20770e-10,9.24397e-02,7.60811e-02,0.00000e+00
2.20290e-14,2.94000e+02,1.84333e-11,1.65503e-08,1.19624e+00,5.70830e-10,9.06834e-02,7.42484e-02,0.00000e+00
3.40573e-03,7.97744e+02,2.40501e+00,2.14716e+00,4.38673e-01,7.62747e-02,1.52618e-01,1.94760e-02,0.00000e+00
1.06357e-18,2.94000e+02,8.89654e-16,3.81196e-10,1.19624e+00,1.31663e-11,4.18468e-02,6.43748e-02,0.00000e+00
2.48622e-18,2.94000e+02,2.08256e-15,6.89002e-10,1.19624e+00,2.37866e-11,4.39810e-02,6.44187e-02,0.00000e+00
1.00322e-02,1.74545e+03,5.43213e+00,7.27796e+00,1.92586e-01,2.65216e-01,3.45454e-01,1.59665e-02,0.00000e+00
9.79968e-03,1.71951e+03,5.50140e+00,7.07961e+00,1.96132e-01,2.56595e-01,3.47539e-01,1.66749e-02,0.00000e+00
1.48427e-04,3.43327e+02,1.17683e-01,2.02282e-01,1.03048e+00,7.11835e-03,1.11805e-01,1.87539e-02,0.00000e+00
2.81096e-04,3.14000e+02,8.88178e-02,1.14433e-01,9.96357e-01,9.93195e-01,2.32240e-02,2.29755e-03,0.00000e+00
7.42643e-05,2.99637e+02,2.17116e-02,3.20086e-02,1.04340e+00,9.98032e-01,2.33689e-02,1.80795e-03,0.00000e+00
1.30507e-04,2.96696e+02,3.25342e-02,1.49799e-02,1.05415e+00,9.98973e-01,4.44740e-03,2.77700e-03,0.00000e+00
7.70872e-08,2.94163e+02,6.56211e-05,5.52189e-04,1.19570e+00,1.90966e-05,1.27683e-01,2.78507e-02,0.00000e+00
1.15429e-03,1.06197e+03,9.85647e-01,3.25726e+00,3.28073e-01,1.11412e-01,6.09256e-01,5.83769e-03,0.00000e+00
5.51077e-11,2.94002e+02,4.60218e-08,6.27106e-06,1.19623e+00,2.16916e-07,2.42800e-02,2.65951e-02,0.00000e+00
1.84524e-11,2.94001e+02,1.56198e-08,1.75725e-06,1.19624e+00,6.04073e-08,7.02797e-02,4.99108e-02,0.00000e+00
1.13267e-11,2.94000e+02,9.58574e-09,1.06361e-06,1.19624e+00,3.65794e-08,7.09851e-02,5.16127e-02,0.00000e+00
1.56383e-11,2.94001e+02,1.32393e-08,1.58397e-06,1.19624e+00,5.44498e-08,7.19201e-02,5.05003e-02,0.00000e+00
3.70658e-03,9.87848e+02,3.04903e+00,2.96244e+00,3.54627e-01,1.01861e-01,3.64012e-01,3.56999e-02,0.00000e+00
3.41670e-03,9.54862e+02,2.83298e+00,2.80880e+00,3.66706e-01,9.64946e-02,3.66116e-01,3.66994e-02,0.00000e+00
4.25028e-03,1.04324e+03,3.45526e+00,3.24639e+00,3.34107e-01,1.11765e-01,3.66811e-01,3.42818e-02,0.00000e+00
1.95487e-05,3.04032e+02,1.55097e-02,4.57470e-02,1.15305e+00,1.60788e-03,1.55063e-01,2.60864e-02,0.00000e+00
2.80098e-05,3.06420e+02,2.28117e-02,5.90484e-02,1.14123e+00,2.07150e-03,1.56594e-01,2.61954e-02,0.00000e+00
9.89679e-05,3.28705e+02,8.20169e-02,1.49280e-01,1.06587e+00,5.22409e-03,1.55838e-01,2.52491e-02,0.00000e+00
2.88128e-09,2.94037e+02,2.41006e-06,1.54607e-04,1.19609e+00,5.36453e-06,1.84967e-01,4.03885e-02,0.00000e+00
2.65365e-09,2.94032e+02,2.22426e-06,1.32005e-04,1.19611e+00,4.57760e-06,1.83077e-01,4.07770e-02,0.00000e+00
1.29647e-09,2.94012e+02,1.10178e-06,4.52209e-05,1.19620e+00,1.55352e-06,9.68804e-02,3.90897e-02,0.00000e+00
3.23779e-10,2.94009e+02,2.71983e-07,2.79812e-05,1.19621e+00,9.64603e-07,4.55151e-02,3.09134e-02,0.00000e+00
4.91248e-10,2.94013e+02,4.13307e-07,4.07311e-05,1.19620e+00,1.40330e-06,4.59575e-02,2.96987e-02,0.00000e+00
8.67101e-10,2.94014e+02,7.26879e-07,5.07728e-05,1.19619e+00,1.75067e-06,4.49426e-02,2.93571e-02,0.00000e+00
1.58308e-02,1.26640e+03,7.16430e+00,6.11932e+00,2.56106e-01,6.76868e-01,1.83637e-02,4.45412e-03,0.00000e+00
1.28121e-02,9.24643e+02,5.70084e+00,3.94563e+00,3.51112e-01,7.91096e-01,1.83368e-02,4.06553e-03,0.00000e+00
1.71798e-02,1.43902e+03,5.66953e+00,5.60895e+00,2.35534e-01,2.32055e-01,1.24150e-01,1.20433e-02,0.00000e+00
2.17013e-02,1.54482e+03,5.58033e+00,6.39254e+00,2.16656e-01,2.84760e-01,1.24531e-01,1.09859e-02,0.00000e+00
1.41696e-02,1.42506e+03,6.11842e+00,5.42030e+00,2.39381e-01,2.07944e-01,2.22335e-01,1.85626e-02,0.00000e+00
1.61183e-02,1.49928e+03,6.11837e+00,5.90191e+00,2.26062e-01,2.32197e-01,2.23940e-01,1.74849e-02,0.00000e+00
1.69272e-02,1.51796e+03,6.10636e+00,6.02611e+00,2.22862e-01,2.39736e-01,2.22680e-01,1.71356e-02,0.00000e+00
1.05342e-07,2.94214e+02,8.90218e-05,7.75510e-04,1.19547e+00,2.66382e-05,3.45355e-01,6.49615e-02,0.00000e+00
4.92633e-12,2.94000e+02,4.10424e-09,1.11210e-06,1.19624e+00,3.85251e-08,9.96218e-02,7.27012e-02,0.00000e+00
1.91782e-38,2.94000e+02,5.24393e-36,5.90245e-15,1.19624e+00,1.35525e-20,1.44088e-01,1.40338e-01,0.00000e+00
1.86340e-04,4.98139e+02,1.57765e-01,8.16593e-01,7.20634e-01,2.81314e-02,8.94033e-03,1.01908e-02,0.00000e+00
3.42047e-05,3.67677e+02,2.88470e-02,2.99250e-01,9.61723e-01,1.03205e-02,8.92526e-03,1.06440e-02,0.00000e+00
7.73284e-11,2.94002e+02,6.54697e-08,6.62535e-06,1.19623e+00,2.27802e-07,8.24808e-02,4.46389e-02,0.00000e+00
1.14430e-10,2.94004e+02,9.68945e-08,7.77692e-06,1.19623e+00,2.67432e-07,8.24803e-02,4.28431e-02,0.00000e+00
4.40035e-11,2.94003e+02,3.72143e-08,5.31333e-06,1.19623e+00,1.82760e-07,8.10454e-02,4.38727e-02,0.00000e+00
1.48891e-05,3.01225e+02,1.26714e-02,3.49845e-02,1.16272e+00,1.20115e-03,3.06505e-01,5.05910e-02,0.00000e+00
1.56962e-06,2.95591e+02,1.33564e-03,7.54294e-03,1.18887e+00,2.59139e-04,3.04198e-01,5.18796e-02,0.00000e+00
